importance
0.17330147
0.046349224
0.0015557284
0.0
0.0005938895
0.0
0.0065217037
0.064872
0.0
0.045686845
0.0010573437
0.23619415
0.016090767
0.008508491
0.0
0.0013804876
0.0
0.0
0.0
0.011197348
0.024473684
0.0
0.0016569514
0.0017056388
0.00037061918
0.0
0.0037900007
0.029320383
0.00964979
0.018668845
0.001293285
0.0
0.0012816796
0.000591304
0.0
0.0033403179
0.0012222291
0.0
0.025399378
0.000333467
0.00024072766
0.0
0.0
0.0007570942
0.00019911537
0.0
0.0068458584
0.009620969
0.0005482514
0.0014248529
0.0
0.0010875008
0.0012442832
0.011236561
0.025271192
0.00079093146
0.003284175
0.0
0.0
0.0
0.0
0.0
0.0
0.0013653975
1.502741e-05
0.0
0.0
0.0003545519
0.0
0.0
0.0027573272
0.0012235411
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00033259141
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0022956184
0.0
0.0
0.0
0.006851096
0.0039741467
0.008957569
0.0
0.0005063166
0.0013950142
0.0097045265
0.0017227222
0.003491426
0.001983678
0.0008346377
0.01603726
0.0
0.0
0.0
0.0
0.00016181327
0.0
0.0
0.0
0.00031480344
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.019907666
0.0045326655
0.0054631154
0.0
0.0057110116
0.00877812
0.011255247
0.014635768
0.034991696
0.026309762
0.0051773894
